Date,SKU,Ordered Quantity,Sold Quantity,Cost,Price
9/29/2014,Art,5,3,0.92,1.41
9/29/2014,Tables,3,2,245.56,204.64
9/29/2014,Labels,11,11,3.4,5.04
9/29/2014,Paper,4,4,3.53,5.23
9/29/2014,Storage,9,6,356.57,300.27
9/29/2014,Tables,1,1,87.33,67.18
9/30/2014,Paper,4,1,24.47,48.94
9/30/2014,Paper,5,3,3.37,5.18
9/30/2014,Appliances,8,6,9.66,11.54
9/30/2014,Binders,10,7,4.24,6.17
9/30/2014,Furnishings,4,3,3.35,5.08
10/2/2014,Paper,4,2,3,4.7
10/2/2014,Fasteners,4,2,1.61,2.34
10/2/2014,Phones,3,2,105.47,159.2
10/2/2014,Envelopes,7,6,1.36,2.13
10/2/2014,Supplies,4,2,9.31,7.68
10/2/2014,Phones,3,3,70.07,76.79
10/2/2014,Accessories,2,1,7.25,7.16
10/3/2014,Chairs,5,3,109.46,86.09
10/3/2014,Tables,3,1,139.85,143.43
10/3/2014,Chairs,6,3,36.2,40.78
10/4/2014,Labels,7,5,1.53,2.89
10/4/2014,Binders,2,2,32.28,47.82
10/6/2014,Accessories,3,3,2.39,3.03
10/7/2014,Furnishings,6,5,21.76,25.98
10/7/2014,Storage,10,10,9.67,10.74
10/10/2014,Chairs,6,3,36.2,40.78
10/10/2014,Envelopes,5,2,3.9,7.64
10/11/2014,Storage,3,2,135.67,140.95
10/11/2014,Envelopes,6,3,44.48,67.14
10/11/2014,Furnishings,11,11,4.04,5.77
10/11/2014,Accessories,5,5,57.27,69
10/11/2014,Storage,6,4,5.91,7.98
10/11/2014,Chairs,4,2,249.3,216.78
10/12/2014,Art,8,5,2.15,2.98
10/12/2014,Storage,3,1,15.19,21.39
10/13/2014,Art,4,4,2.07,2.88
10/13/2014,Tables,8,5,197.38,259.71
10/13/2014,Appliances,5,4,37.97,53.48
10/13/2014,Accessories,3,2,11.6,12.89
10/15/2014,Furnishings,4,1,11.35,15.38
10/18/2014,Storage,5,3,88.31,91.99
10/18/2014,Phones,6,5,206.45,278.99
10/18/2014,Chairs,8,6,79.15,90.98
10/19/2014,Paper,5,3,2.28,4.48
10/20/2014,Storage,6,4,50.87,52.99
10/21/2014,Appliances,7,4,27.02,30.45
10/21/2014,Tables,4,3,177.49,136.53
10/22/2014,Furnishings,6,4,20.24,23.47
10/24/2014,Paper,4,2,3.37,5.18
10/24/2014,Binders,3,3,7.71,11.42
10/24/2014,Fasteners,4,3,2.69,3.95
10/26/2014,Furnishings,7,4,15.18,15.98
10/26/2014,Phones,8,5,69.11,76.79
10/28/2014,Binders,2,2,2.47,3.59
10/28/2014,Supplies,5,2,3.11,3.14
10/28/2014,Supplies,4,2,233.16,240.37
10/28/2014,Bookcases,8,6,108.88,102.83
10/28/2014,Storage,7,5,20.64,28.28
10/29/2014,Phones,9,6,398.99,455.99
10/31/2014,Fasteners,4,3,2.04,3.78
10/31/2014,Storage,6,5,11.88,16.06
10/31/2014,Binders,5,2,5.29,7.98
10/31/2014,Paper,13,13,2.64,4.98
10/31/2014,Binders,6,3,4.42,6.43
10/31/2014,Storage,5,4,98.37,101.41
10/31/2014,Chairs,3,3,51.83,48.78
10/31/2014,Accessories,10,9,22.67,27.99
10/31/2014,Art,5,3,2.89,4.13
10/31/2014,Art,7,5,6.11,9.85
10/31/2014,Paper,4,2,2.69,5.08
10/31/2014,Furnishings,4,2,5.24,7.38
10/31/2014,Binders,4,2,9.2,17.04
10/31/2014,Furnishings,4,3,3.3,5.89
10/31/2014,Chairs,5,5,224.69,320.98
10/31/2014,Tables,3,1,446.29,385.69
10/31/2014,Phones,10,8,82.35,92.79
11/1/2014,Art,5,3,12.95,14.39
11/1/2014,Phones,6,4,433.99,495.99
11/1/2014,Storage,5,5,107.65,88.78
11/1/2014,Phones,3,3,33.79,51.99
11/1/2014,Fasteners,8,5,1.22,1.5
11/1/2014,Art,5,3,3.12,3.42
11/1/2014,Labels,12,12,2.69,3.98
11/1/2014,Phones,12,9,96.52,108.76
11/1/2014,Paper,6,3,3.53,5.23
11/2/2014,Labels,10,7,2.69,4.98
11/2/2014,Furnishings,8,6,10.87,14.89
11/3/2014,Supplies,4,3,116.92,95.45
11/3/2014,Phones,6,4,141.11,195.99
11/3/2014,Binders,5,2,15.28,24.45
11/3/2014,Binders,5,2,2.5,3.93
11/4/2014,Chairs,2,1,111.73,135.88
11/4/2014,Machines,5,2,998,1995.99
11/4/2014,Phones,6,6,32.65,45.99
11/4/2014,Accessories,7,4,57.6,90
11/4/2014,Storage,2,1,30.5,43.57
11/4/2014,Fasteners,3,3,1.88,2.79
11/4/2014,Appliances,7,5,10.63,11.65
11/4/2014,Furnishings,3,2,10.96,17.67
11/4/2014,Phones,10,7,85.67,95.19
11/4/2014,Tables,5,4,159.57,143.43
11/4/2014,Binders,6,3,4.57,7.31
11/4/2014,Paper,4,3,3.37,6.48
11/4/2014,Machines,5,4,76.99,111.99
11/7/2014,Binders,3,3,23.44,8.68
11/7/2014,Envelopes,5,3,15.8,24.78
11/7/2014,Binders,8,7,11,17.59
11/7/2014,Chairs,4,4,170.79,170.79
11/7/2014,Binders,3,3,1.23,0.49
11/7/2014,Supplies,7,7,5.31,5.82
11/9/2014,Storage,5,3,112.5,113.64
11/9/2014,Bookcases,4,2,106.09,111.33
11/9/2014,Phones,6,4,153.99,175.99
11/9/2014,Storage,6,6,11.26,15.42
11/9/2014,Paper,10,7,4.83,8.95
11/9/2014,Paper,8,5,9.86,18.97
11/10/2014,Phones,9,8,67.67,75.19
11/10/2014,Accessories,4,1,6.7,10.99
11/10/2014,Furnishings,3,2,14.36,19.94
11/10/2014,Paper,10,8,4.28,7.78
11/10/2014,Furnishings,5,5,7.66,10.64
11/10/2014,Labels,9,8,2.69,4.98
11/11/2014,Storage,6,6,108.76,110.98
11/11/2014,Art,2,1,2.59,3.39
11/11/2014,Phones,3,2,251.99,279.99
11/11/2014,Chairs,7,5,105.69,120.78
11/11/2014,Binders,8,5,475.4,179.4
11/11/2014,Binders,3,1,3.21,1.23
11/11/2014,Art,4,3,20.27,22.52
11/11/2014,Paper,7,5,2.77,4.34
11/11/2014,Paper,11,8,20.9,32.79
11/11/2014,Phones,5,2,65.89,74.24
11/11/2014,Phones,3,3,75.37,80.39
11/12/2014,Storage,7,4,11.17,12.41
11/12/2014,Paper,2,2,3.05,5.98
11/12/2014,Tables,3,3,199.2,209.69
11/12/2014,Art,4,3,2.33,2.62
11/14/2014,Phones,7,7,85.67,118.99
11/14/2014,Binders,11,10,2.28,4.38
11/14/2014,Binders,5,3,2.12,4.24
11/14/2014,Binders,4,4,1.47,2.88
11/14/2014,Paper,7,4,3.37,5.18
11/14/2014,Paper,3,2,3.07,5.68
11/14/2014,Chairs,3,2,27.32,34.63
11/15/2014,Art,5,3,1.25,1.41
11/15/2014,Appliances,4,2,151.96,166.53
11/15/2014,Paper,5,4,4.28,6.22
11/15/2014,Envelopes,11,9,44.51,67.18
11/16/2014,Phones,2,2,131.5,136.98
11/16/2014,Envelopes,6,5,8.31,15.67
11/16/2014,Paper,7,6,2.9,5.28
11/16/2014,Binders,4,4,3.71,7.28
11/16/2014,Storage,7,5,25.42,33.89
11/17/2014,Chairs,7,5,79.66,95.98
11/17/2014,Storage,9,7,306.01,419.19
11/17/2014,Furnishings,5,3,36.49,41.47
11/17/2014,Art,5,5,6.24,11.55
11/17/2014,Accessories,5,2,45.99,49.99
11/17/2014,Paper,7,7,54.52,104.85
11/17/2014,Appliances,4,3,56.34,80.48
11/17/2014,Paper,2,2,4.28,6.22
11/17/2014,Chairs,8,5,150.38,131.59
11/18/2014,Tables,4,2,122.62,72.99
11/18/2014,Paper,7,4,5.82,8.95
11/18/2014,Binders,1,1,91.79,51
11/18/2014,Storage,2,1,93.11,76.79
11/18/2014,Phones,6,6,107.99,89.99
11/18/2014,Furnishings,5,3,18.34,20.1
11/18/2014,Binders,5,3,1.12,0.65
11/18/2014,Binders,5,5,7.67,2.9
11/19/2014,Phones,5,4,93.23,125.99
11/19/2014,Phones,5,5,21.59,29.99
11/19/2014,Accessories,2,2,10.88,14.5
11/19/2014,Phones,9,7,474.38,649.83
11/21/2014,Phones,4,1,27,36.99
11/21/2014,Paper,7,6,54.52,104.85
11/21/2014,Storage,4,3,61.42,64.65
11/21/2014,Art,5,3,1.33,1.82
11/21/2014,Paper,4,2,3.37,6.48
11/22/2014,Envelopes,5,3,2.76,5.41
11/22/2014,Binders,5,5,32.63,63.98
11/22/2014,Envelopes,3,2,3.01,5.68
11/22/2014,Appliances,4,3,128.27,225.04
11/22/2014,Binders,2,1,18.01,6.93
11/22/2014,Binders,8,5,5.29,2
11/22/2014,Paper,11,9,3.29,5.98
11/23/2014,Chairs,8,5,134.37,120.78
11/23/2014,Envelopes,3,3,3.79,7.28
11/23/2014,Accessories,1,1,23.69,29.99
11/23/2014,Chairs,4,2,178.8,190.72
11/23/2014,Labels,4,2,7.4,11.84
11/23/2014,Furnishings,3,2,4.46,3.18
11/23/2014,Appliances,4,3,40.44,11.39
11/23/2014,Accessories,8,7,0.55,0.79
11/24/2014,Art,1,1,2.2,2.62
11/24/2014,Furnishings,4,4,31.1,37.93
11/24/2014,Binders,10,7,1.12,1.73
11/24/2014,Storage,9,6,79.36,80.98
11/24/2014,Paper,4,4,3.37,6.48
11/24/2014,Storage,2,2,72.12,98.79
11/24/2014,Accessories,9,7,9.74,15.97
11/24/2014,Chairs,4,1,138.82,120.71
11/24/2014,Phones,8,5,251.99,209.99
11/24/2014,Chairs,5,3,215.33,203.69
11/24/2014,Storage,6,5,130.86,129.24
11/25/2014,Appliances,8,6,37.97,53.48
11/25/2014,Furnishings,3,3,4.46,7.96
11/25/2014,Paper,6,4,3.61,6.69
11/25/2014,Accessories,6,3,8.22,8.22
11/25/2014,Labels,3,1,1.64,2.52
11/25/2014,Tables,8,5,268.12,243.75
11/25/2014,Labels,2,2,1.96,2.95
11/25/2014,Paper,6,3,3.53,5.23
11/25/2014,Furnishings,3,3,3.35,2.03
11/25/2014,Furnishings,4,2,16.42,26.48
11/25/2014,Storage,4,4,265.51,279.48
11/25/2014,Bookcases,6,3,104.63,91.98
11/26/2014,Furnishings,6,5,6.76,3.86
11/26/2014,Paper,3,3,3.37,5.18
11/26/2014,Storage,6,5,167.27,133.82
11/26/2014,Phones,5,4,131.5,109.58
11/27/2014,Fasteners,3,2,1.22,1.88
11/28/2014,Art,4,3,3.57,4.89
11/28/2014,Binders,3,2,5.61,8.62
11/29/2014,Labels,5,2,1.64,2.52
11/29/2014,Fasteners,5,2,4.34,6.31
11/29/2014,Phones,2,2,251.97,287.96
11/29/2014,Fasteners,7,5,3.04,6.08
11/30/2014,Envelopes,7,4,8.25,15.57
12/1/2014,Chairs,11,8,266.74,350.98
12/1/2014,Art,7,4,8.51,11.66
12/1/2014,Furnishings,4,3,9.89,19.4
12/1/2014,Phones,5,4,21.59,23.99
12/1/2014,Copiers,5,2,275,329.99
12/1/2014,Furnishings,5,2,3.35,4.06
12/1/2014,Paper,9,7,3.37,5.18
12/1/2014,Chairs,8,6,160.28,151.62
12/2/2014,Accessories,4,4,16.79,29.99
12/2/2014,Bookcases,7,5,198.88,176.78
12/2/2014,Binders,9,8,3.87,5.84
12/2/2014,Furnishings,5,5,16.63,11.67
12/2/2014,Art,7,7,2.15,2.35
12/2/2014,Furnishings,7,5,12.79,7.99
12/3/2014,Phones,4,4,86.39,119.99
12/3/2014,Paper,7,4,3.37,6.48
12/4/2014,Phones,2,2,33.79,64.99
12/5/2014,Art,11,8,125.22,139.13
12/5/2014,Phones,6,4,26.25,41.99
12/5/2014,Storage,4,2,11.48,12.41
12/5/2014,Accessories,10,7,47.44,58.39
12/5/2014,Storage,5,2,8.84,12.28
12/6/2014,Furnishings,4,3,12.79,7.99
12/6/2014,Storage,6,3,16.25,17.81
12/6/2014,Tables,2,1,446.29,275.49
12/8/2014,Storage,3,2,27.19,30.21
12/8/2014,Labels,7,7,2.69,3.98
12/8/2014,Binders,7,4,2.74,1.61
12/8/2014,Phones,4,3,10.98,17.56
12/8/2014,Supplies,5,5,3.3,2.78
12/8/2014,Accessories,10,10,12.21,10.39
12/8/2014,Labels,8,5,1.56,2.3
12/8/2014,Paper,2,2,3.37,5.18
12/8/2014,Storage,5,3,12.05,13.02
12/8/2014,Paper,5,2,12.33,22.84
12/8/2014,Chairs,7,5,111.73,120.78
12/9/2014,Paper,9,6,2.95,5.78
12/9/2014,Storage,8,6,16.99,16.78
12/10/2014,Paper,2,2,3.07,5.68
12/10/2014,Binders,7,7,9.87,15.19
12/12/2014,Tables,8,6,111.52,127.45
12/12/2014,Tables,14,12,289.62,300.9
12/12/2014,Bookcases,5,3,80.99,84.99
12/12/2014,Furnishings,4,1,38.98,43.31
12/12/2014,Binders,4,2,273.51,105.2
12/13/2014,Paper,7,6,8.12,15.04
12/13/2014,Supplies,2,1,2.56,2.92
12/13/2014,Furnishings,6,3,45.64,31.48
12/14/2014,Binders,6,4,3.45,1.28
12/14/2014,Fasteners,4,2,1.21,1.45
12/14/2014,Accessories,4,3,12.4,11.67
12/15/2014,Phones,3,3,16.61,13.56
12/15/2014,Chairs,6,5,157.02,152.66
12/16/2014,Binders,3,1,2.02,1.17
12/16/2014,Furnishings,2,2,14.89,22.23
12/16/2014,Chairs,5,2,111.73,120.78
12/16/2014,Accessories,7,5,71.1,79
12/16/2014,Phones,6,4,139.15,156.79
12/16/2014,Chairs,11,9,101.38,112.65
12/16/2014,Fasteners,3,2,0.66,0.99
12/16/2014,Paper,7,7,3.37,5.18
12/16/2014,Furnishings,2,2,65.76,28.28
12/17/2014,Art,5,3,9.61,13.35
12/17/2014,Binders,5,4,2.38,1.37
12/19/2014,Binders,5,2,4.25,2.41
12/19/2014,Accessories,8,5,53.28,49.56
12/19/2014,Binders,7,6,12.98,25.46
12/19/2014,Supplies,2,1,5.31,7.27
12/19/2014,Chairs,16,14,118.29,129.99
12/20/2014,Storage,5,2,61.24,61.24
12/20/2014,Tables,8,7,250.1,320.64
12/20/2014,Binders,3,3,11.01,20.77
12/20/2014,Tables,2,2,177.49,227.55
12/20/2014,Labels,5,3,5.38,10.35
12/20/2014,Appliances,8,7,5.67,6.22
12/20/2014,Chairs,4,3,196.1,220.96
12/20/2014,Paper,5,5,3.37,5.18
12/20/2014,Binders,5,2,167.74,243.99
12/20/2014,Art,4,2,17.5,23.65
12/20/2014,Art,3,1,2.97,4.13
12/20/2014,Binders,8,5,20.94,31.02
12/20/2014,Accessories,9,7,51.19,63.99
12/20/2014,Labels,1,1,1.96,3.69
12/20/2014,Binders,4,3,202.39,367.99
12/20/2014,Furnishings,3,3,70.77,63.62
12/20/2014,Furnishings,5,2,20.79,25.98
12/20/2014,Accessories,5,3,16.79,23.99
12/20/2014,Chairs,6,3,94.92,80.78
12/20/2014,Paper,8,5,28.85,44.38
12/20/2014,Paper,5,2,2.9,4.22
12/23/2014,Appliances,12,11,13.56,18.84
12/23/2014,Tables,5,2,36.43,26.66
12/23/2014,Appliances,5,3,13.56,18.84
12/24/2014,Paper,3,2,3.05,4.78
12/24/2014,Furnishings,6,5,4.33,6.07
12/24/2014,Storage,3,1,101.43,142.86
12/24/2014,Chairs,7,6,45.67,48.71
12/24/2014,Phones,10,7,22.33,24.81
12/24/2014,Appliances,3,2,130.31,180.98
12/24/2014,Accessories,5,3,16.55,20.95
12/24/2014,Phones,6,3,255.74,272.79
12/24/2014,Storage,3,1,20.14,20.34
12/24/2014,Furnishings,2,1,18.47,23.99
12/26/2014,Chairs,4,3,203.05,200.19
12/26/2014,Furnishings,8,8,27.69,37.55
12/26/2014,Chairs,6,3,70.07,76.78
12/26/2014,Furnishings,6,3,80.97,72.78
12/26/2014,Binders,6,5,28.3,15.72
12/26/2014,Fasteners,5,3,6.08,9.18
12/26/2014,Binders,7,5,4.69,1.74
12/26/2014,Supplies,5,3,3.93,3.97
12/26/2014,Furnishings,3,2,1.18,1.74
12/27/2014,Labels,4,4,1.53,2.89
12/27/2014,Furnishings,7,6,8.79,5.49
12/27/2014,Storage,5,4,6.75,7.5
12/27/2014,Chairs,4,3,69.08,76.76
12/27/2014,Paper,3,3,2.35,4.28
12/28/2014,Art,6,4,22.62,24.78
12/29/2014,Storage,3,2,8.84,12.28
12/29/2014,Accessories,6,4,17.97,29.95
12/29/2014,Furnishings,5,5,3.34,4.98
12/29/2014,Paper,4,4,2.9,5.28
12/29/2014,Machines,7,6,80,127.99
12/29/2014,Binders,4,3,3.23,4.78
12/29/2014,Phones,6,3,57.59,63.99
12/29/2014,Labels,10,9,16.49,30.53
12/29/2014,Furnishings,6,6,7.76,11.76
12/29/2014,Phones,6,3,9.89,7.99
12/29/2014,Storage,2,1,25.3,33.29
12/30/2014,Art,6,3,2.33,3.28
12/30/2014,Envelopes,5,3,2.76,4.33
12/30/2014,Phones,3,2,99.27,108.79
12/30/2014,Phones,6,3,100,109.59
12/30/2014,Binders,6,3,1.98,0.76
12/30/2014,Accessories,4,2,16.79,23.99
12/30/2014,Binders,8,5,202.39,110.4
12/31/2014,Bookcases,7,7,196.69,224.78
12/31/2014,Art,8,7,2.59,4.24
12/31/2014,Accessories,10,7,4.48,6.79
12/31/2014,Furnishings,6,5,7.96,12.64
12/31/2014,Accessories,5,3,28.87,37.99
12/31/2014,Envelopes,2,2,15.8,24.78
1/2/2015,Labels,3,2,7.4,11.84
1/2/2015,Bookcases,6,5,139.35,90.49
1/2/2015,Phones,3,3,25.89,20.99
1/2/2015,Machines,11,9,237.6,132
1/2/2015,Accessories,5,2,42.55,44.79
1/2/2015,Storage,2,2,31.64,42.76
1/2/2015,Art,4,3,2.39,3.28
1/2/2015,Paper,5,3,3.47,6.68
1/3/2015,Paper,3,2,3.37,5.18
1/5/2015,Chairs,4,1,68.51,61.58
1/10/2015,Tables,7,4,347.85,254.53
1/17/2015,Furnishings,7,7,80.97,36.39
1/23/2015,Paper,5,3,5.03,9.68
1/23/2015,Labels,2,2,3.87,7.31
1/27/2015,Chairs,2,2,118.29,90.99
1/27/2015,Phones,7,4,133.19,107.99
1/27/2015,Phones,4,1,191.62,155.37
1/30/2015,Paper,6,6,1.55,2.38
1/30/2015,Furnishings,8,7,20.79,32.48
1/30/2015,Machines,5,3,567.99,639.99
1/31/2015,Paper,5,2,3.37,6.48
1/31/2015,Furnishings,3,3,12.27,17.78
1/31/2015,Binders,4,2,8.4,16.48
2/3/2015,Furnishings,3,2,8.66,14.2
2/3/2015,Accessories,5,3,32.99,49.99
2/3/2015,Furnishings,4,4,23.96,34.23
2/6/2015,Art,6,3,1.25,1.76
2/8/2015,Phones,6,3,44.99,35.99
2/9/2015,Accessories,3,2,7.15,10.4
2/9/2015,Labels,7,4,6.64,10.02
2/9/2015,Furnishings,3,2,35.69,20.39
2/9/2015,Chairs,6,5,36.2,40.78
2/14/2015,Binders,2,2,13.46,7.48
2/14/2015,Phones,3,3,134.99,107.99
2/14/2015,Binders,5,2,1.98,1.14
2/14/2015,Art,5,3,4.49,4.78
2/14/2015,Accessories,6,3,23.69,23.99
2/15/2015,Phones,3,3,23.39,44.99
2/15/2015,Phones,5,2,251.99,349.99
2/15/2015,Accessories,7,5,22.67,27.99
2/15/2015,Paper,2,2,3.47,6.68
2/15/2015,Binders,5,5,5.74,8.34
2/15/2015,Binders,7,5,1.47,2.3
2/15/2015,Appliances,7,6,64.07,90.24
2/15/2015,Paper,3,3,3.37,6.48
2/18/2015,Labels,4,3,1.6,3.08
2/18/2015,Labels,2,2,16.49,30.53
2/18/2015,Tables,1,1,36.43,35.54
2/20/2015,Accessories,2,1,26.99,29.99
2/20/2015,Art,8,7,30.32,40.97
2/21/2015,Paper,4,4,6.51,12.28
2/22/2015,Art,5,4,14.68,19.84
2/27/2015,Binders,6,3,2.6,1.47
2/27/2015,Art,8,6,2.3,2.67
2/27/2015,Phones,4,2,52.46,52.99
2/27/2015,Tables,10,7,74.59,70.56
2/28/2015,Chairs,2,2,94.92,80.78
2/28/2015,Chairs,8,8,43.23,48.71
3/1/2015,Binders,4,4,7.93,14.68
3/2/2015,Tables,5,3,207.38,262.51
3/2/2015,Art,4,1,7.52,10.16
3/2/2015,Envelopes,6,6,8.49,16.98
3/5/2015,Envelopes,4,3,4.89,9.78
3/5/2015,Chairs,9,7,45.67,54.8
3/5/2015,Storage,5,4,123.95,140.85
3/5/2015,Phones,5,2,8.61,11.96
3/5/2015,Appliances,8,7,6.33,8.67
3/6/2015,Furnishings,7,7,48.5,62.18
3/6/2015,Copiers,4,2,370.99,559.99
3/8/2015,Bookcases,4,3,138.49,170.98
3/8/2015,Chairs,8,7,95.93,122.99
3/8/2015,Phones,8,5,109.33,153.99
3/8/2015,Art,2,1,10.49,14.98
3/8/2015,Furnishings,6,6,48.5,62.18
3/8/2015,Paper,3,3,3.37,6.48
3/9/2015,Accessories,6,5,16.74,22.7
3/9/2015,Phones,6,3,112.46,119.96
3/10/2015,Binders,2,2,1.5,0.56
3/12/2015,Envelopes,3,3,1.92,2.9
3/12/2015,Furnishings,5,4,6.76,7.72
3/12/2015,Furnishings,3,3,1.66,2.14
3/13/2015,Bookcases,3,2,51.11,70.98
3/14/2015,Labels,5,4,2.23,4.13
3/14/2015,Binders,5,3,118.71,223.98
3/16/2015,Art,4,1,2,2.74
3/16/2015,Art,4,3,2.06,2.78
3/16/2015,Storage,4,3,11.69,15.58
3/16/2015,Binders,7,5,635.5,1270.99
3/16/2015,Tables,3,2,63.63,85.98
3/16/2015,Furnishings,4,1,25.02,43.13
3/17/2015,Accessories,3,1,12.32,15.02
3/17/2015,Storage,2,2,12.34,16.91
3/19/2015,Phones,3,3,137.96,151.19
3/19/2015,Storage,4,3,299.43,415.88
3/19/2015,Copiers,10,7,238.49,449.99
3/19/2015,Paper,2,2,54.52,104.85
3/19/2015,Binders,2,2,5.6,8.78
3/19/2015,Labels,5,2,3.87,7.31
3/19/2015,Supplies,4,4,6.17,8.34
3/19/2015,Paper,9,6,3.41,6.69
3/19/2015,Paper,6,3,3.2,4.83
3/19/2015,Paper,5,2,3.05,5.98
3/20/2015,Paper,8,8,3.37,6.48
3/22/2015,Accessories,2,1,13.1,18.39
3/22/2015,Storage,2,2,77.74,64.78
3/22/2015,Binders,9,9,3.92,1.57
3/23/2015,Chairs,3,2,68.51,53.89
3/23/2015,Fasteners,5,4,4.34,7.89
3/23/2015,Storage,7,4,6.84,6.98
3/24/2015,Bookcases,4,3,131.65,119.69
3/24/2015,Appliances,5,2,3.23,3.5
3/26/2015,Paper,6,3,17.04,24.78
3/28/2015,Accessories,4,1,141.3,166.24
3/28/2015,Paper,7,5,3.47,6.68
3/28/2015,Paper,6,3,3.37,5.18
3/28/2015,Paper,3,1,3.53,5.23
3/29/2015,Chairs,8,5,207.13,233.38
3/29/2015,Appliances,6,4,13.01,18.32
3/29/2015,Paper,8,6,18.78,35.44
3/29/2015,Paper,3,3,1.78,3.29
3/29/2015,Accessories,6,3,10.83,17.75
3/29/2015,Furnishings,4,3,3.45,6.64
4/2/2015,Appliances,3,2,56.34,16.1
4/2/2015,Accessories,9,7,7.25,7.16
4/2/2015,Accessories,4,3,15.39,15.99
4/2/2015,Binders,5,3,7.63,3.05
4/4/2015,Art,4,2,3.4,5.58
4/4/2015,Furnishings,2,2,42.82,54.2
4/4/2015,Binders,5,3,18.18,27.45
4/4/2015,Binders,6,4,1.45,2.27
4/4/2015,Appliances,4,2,268.37,322.04
4/4/2015,Fasteners,5,2,1.61,2.92
4/4/2015,Binders,2,2,3.45,6.38
4/4/2015,Phones,1,1,10.51,10.95
4/4/2015,Copiers,5,2,194.99,299.99
4/5/2015,Binders,4,1,273.51,157.79
4/5/2015,Appliances,8,7,11.39,14.02
4/5/2015,Storage,6,4,135.67,140.95
4/5/2015,Binders,6,4,4.35,2.61
4/5/2015,Furnishings,6,4,153.88,136.78
4/5/2015,Phones,8,5,3.61,2.97
4/5/2015,Phones,3,2,25.89,20.99
4/5/2015,Furnishings,4,1,5.21,7.58
4/5/2015,Bookcases,5,5,112.78,70.49
4/6/2015,Art,10,9,4.09,4.67
4/6/2015,Accessories,3,2,10.51,12.74
4/6/2015,Binders,5,3,6.33,2.3
4/6/2015,Binders,8,6,4.42,1.61
4/6/2015,Paper,3,2,2.54,3.98
4/6/2015,Paper,6,3,10.59,15.98
4/9/2015,Tables,5,3,127.93,123.3
4/10/2015,Binders,3,2,4.25,6.42
4/11/2015,Accessories,4,3,16.74,28.38
4/11/2015,Phones,3,1,11.43,21.99
4/11/2015,Appliances,6,5,58.55,81.32
4/13/2015,Accessories,4,4,32.49,49.99
4/13/2015,Tables,4,3,269.52,236.94
4/13/2015,Supplies,3,1,12.49,12.88
4/13/2015,Paper,8,6,3.37,5.18
4/13/2015,Paper,6,3,12.33,18.27
4/16/2015,Appliances,5,3,13.56,15.07
4/16/2015,Fasteners,8,7,1.8,1.49
4/16/2015,Art,6,3,2.2,2.62
4/16/2015,Phones,6,3,48.83,39.59
4/16/2015,Fasteners,3,1,1.21,1.45
4/16/2015,Binders,5,5,20.34,11.09
4/17/2015,Art,5,2,1.67,2.78
4/17/2015,Accessories,5,3,64.67,107.79
4/17/2015,Phones,5,5,143.07,156.79
4/17/2015,Appliances,6,5,205.57,289.53
4/17/2015,Paper,4,2,3.05,5.98
4/18/2015,Binders,6,6,3.38,6.37
4/18/2015,Labels,9,6,6.64,12.53
4/18/2015,Furnishings,3,2,1.6,3.08
4/18/2015,Chairs,2,1,72.89,89.99
4/18/2015,Accessories,8,6,10.83,17.75
4/18/2015,Labels,5,3,3.87,7.31
4/18/2015,Storage,10,7,133.96,135.31
4/18/2015,Paper,4,2,17.04,30.98
4/20/2015,Phones,3,3,70.07,95.99
4/20/2015,Furnishings,8,6,49.62,99.23
4/20/2015,Paper,5,2,3.37,6.48
4/24/2015,Art,3,1,18.45,25.99
4/25/2015,Binders,6,3,3.14,4.65
4/25/2015,Appliances,3,3,38.53,68.81
4/26/2015,Chairs,11,8,118.29,103.99
4/26/2015,Furnishings,2,2,47.91,48.52
4/26/2015,Storage,4,1,90.98,72.78
4/26/2015,Chairs,3,2,207.13,204.21
4/27/2015,Art,5,3,4.62,7.58
4/27/2015,Chairs,6,3,316.88,422.51
4/27/2015,Machines,9,8,91.42,172.49
4/27/2015,Appliances,8,5,8.06,8.71
4/27/2015,Supplies,4,2,2.56,2.92
4/28/2015,Appliances,5,3,9.66,2.88
4/28/2015,Storage,4,3,7.05,7.94
4/28/2015,Binders,6,4,7.76,3.04
4/30/2015,Chairs,6,5,45.67,42.62
4/30/2015,Phones,8,5,255.74,204.59
5/1/2015,Phones,3,3,25.89,29.58
5/1/2015,Furnishings,6,3,16.42,21.18
5/1/2015,Supplies,6,3,12.24,13.79
5/1/2015,Art,8,6,26.99,28.78
5/2/2015,Labels,3,3,1.96,2.95
5/2/2015,Phones,6,3,48.17,52.79
5/3/2015,Furnishings,9,6,93.22,110.98
5/3/2015,Art,2,2,22.84,29.95
5/3/2015,Appliances,2,2,8.59,11.85
5/3/2015,Paper,3,2,2.54,3.98
5/3/2015,Appliances,7,7,2.31,2.6
5/3/2015,Accessories,3,3,9.3,9.18
5/3/2015,Chairs,7,6,146.72,140.69
5/3/2015,Storage,5,3,28.78,25.58
5/4/2015,Furnishings,2,2,6.97,13.4
5/4/2015,Furnishings,8,7,4.46,3.18
5/7/2015,Tables,5,2,137.69,122
5/7/2015,Paper,4,4,2.64,3.98
5/8/2015,Furnishings,8,6,1.18,1.39
5/8/2015,Art,2,2,2.33,2.62
5/12/2015,Paper,4,3,2.35,4.28
5/12/2015,Paper,6,6,2.35,4.28
5/12/2015,Phones,3,2,90.71,100.79
5/14/2015,Art,10,8,22.62,24.78
